Files already downloaded and verified
Files already downloaded and verified
Calling all workers
Train Epoch: 1, starting to receive info
Train Epoch: 4  [Completed Batches: 100]        Loss: 1.553941
Train Epoch: 4  [Completed Batches: 110]        Loss: 1.529403
Train Epoch: 4  [Completed Batches: 120]        Loss: 1.356019
Train Epoch: 4  [Completed Batches: 130]        Loss: 1.280715
Train Epoch: 4  [Completed Batches: 140]        Loss: 1.484036
Train Epoch: 4  [Completed Batches: 150]        Loss: 1.496582
Train Epoch: 4  [Completed Batches: 160]        Loss: 1.665263
Train Epoch: 4  [Completed Batches: 170]        Loss: 1.447950
Train Epoch: 4  [Completed Batches: 180]        Loss: 1.384484
Train Epoch: 4  [Completed Batches: 190]        Loss: 1.369680
Train Epoch: 4  [Completed Batches: 200]        Loss: 1.531131
Train Epoch: 4  [Completed Batches: 210]        Loss: 1.363312
Train Epoch: 4  [Completed Batches: 220]        Loss: 1.302362
Train Epoch: 4  [Completed Batches: 230]        Loss: 1.430317
Train Epoch: 4  [Completed Batches: 240]        Loss: 1.368813
Train Epoch: 4  [Completed Batches: 250]        Loss: 1.386962
Train Epoch: 4  [Completed Batches: 260]        Loss: 1.486640
Train Epoch: 4  [Completed Batches: 270]        Loss: 1.530624
Train Epoch: 4  [Completed Batches: 280]        Loss: 1.459500
Train Epoch: 4  [Completed Batches: 290]        Loss: 1.518139
Train Epoch: 4  [Completed Batches: 300]        Loss: 1.399006
Train Epoch: 4  [Completed Batches: 310]        Loss: 1.364439
Train Epoch: 4  [Completed Batches: 320]        Loss: 1.586105
Train Epoch: 4  [Completed Batches: 330]        Loss: 1.415537
Train Epoch: 4  [Completed Batches: 340]        Loss: 1.345479
Train Epoch: 4  [Completed Batches: 350]        Loss: 1.253472
Train Epoch: 4  [Completed Batches: 360]        Loss: 1.308146
Train Epoch: 4  [Completed Batches: 370]        Loss: 1.269192
Train Epoch: 4  [Completed Batches: 380]        Loss: 1.363957
Train Epoch: 4  [Completed Batches: 390]        Loss: 1.677898

Test set: Average loss: -3.4420, Accuracy: 4857/10000 (49%)

Train Epoch: 5, starting to receive info
Train Epoch: 5  [Completed Batches: 10] Loss: 1.246000
Train Epoch: 5  [Completed Batches: 20] Loss: 1.330524
Train Epoch: 5  [Completed Batches: 30] Loss: 1.340366
Train Epoch: 5  [Completed Batches: 40] Loss: 1.473235
Train Epoch: 5  [Completed Batches: 50] Loss: 1.309870
Train Epoch: 5  [Completed Batches: 60] Loss: 1.296650
Train Epoch: 5  [Completed Batches: 70] Loss: 1.333783
Train Epoch: 5  [Completed Batches: 80] Loss: 1.502979
Train Epoch: 5  [Completed Batches: 90] Loss: 1.377690
Train Epoch: 5  [Completed Batches: 100]        Loss: 1.420730
Train Epoch: 5  [Completed Batches: 110]        Loss: 1.317900
Train Epoch: 5  [Completed Batches: 120]        Loss: 1.313453
Train Epoch: 5  [Completed Batches: 130]        Loss: 1.386446
Train Epoch: 5  [Completed Batches: 140]        Loss: 1.463295
Train Epoch: 5  [Completed Batches: 150]        Loss: 1.430430
Train Epoch: 5  [Completed Batches: 160]        Loss: 1.496626
Train Epoch: 5  [Completed Batches: 170]        Loss: 1.316858
Train Epoch: 5  [Completed Batches: 180]        Loss: 1.414356
Train Epoch: 5  [Completed Batches: 190]        Loss: 1.231326
Train Epoch: 5  [Completed Batches: 200]        Loss: 1.453420
Train Epoch: 5  [Completed Batches: 210]        Loss: 1.416875
Train Epoch: 5  [Completed Batches: 220]        Loss: 1.129175
Train Epoch: 5  [Completed Batches: 230]        Loss: 1.259453
Train Epoch: 5  [Completed Batches: 240]        Loss: 1.190853
Train Epoch: 5  [Completed Batches: 250]        Loss: 1.202003
Train Epoch: 5  [Completed Batches: 260]        Loss: 1.426148
Train Epoch: 5  [Completed Batches: 270]        Loss: 1.463655
Train Epoch: 5  [Completed Batches: 280]        Loss: 1.475730
Train Epoch: 5  [Completed Batches: 290]        Loss: 1.490937
Train Epoch: 5  [Completed Batches: 300]        Loss: 1.253585
Train Epoch: 5  [Completed Batches: 310]        Loss: 1.351320
Train Epoch: 5  [Completed Batches: 320]        Loss: 1.460283
Train Epoch: 5  [Completed Batches: 330]        Loss: 1.304551
Train Epoch: 5  [Completed Batches: 340]        Loss: 1.416786
Train Epoch: 5  [Completed Batches: 350]        Loss: 1.367484
Train Epoch: 5  [Completed Batches: 360]        Loss: 1.329601
Train Epoch: 5  [Completed Batches: 370]        Loss: 1.219974
Train Epoch: 5  [Completed Batches: 380]        Loss: 1.152393
Train Epoch: 5  [Completed Batches: 390]        Loss: 1.365763

Test set: Average loss: -3.1542, Accuracy: 5247/10000 (52%)

Train Epoch: 6, starting to receive info
Train Epoch: 6  [Completed Batches: 10] Loss: 1.276673
Train Epoch: 6  [Completed Batches: 20] Loss: 1.320405
Train Epoch: 6  [Completed Batches: 30] Loss: 1.292233
Train Epoch: 6  [Completed Batches: 40] Loss: 1.435049
Train Epoch: 6  [Completed Batches: 50] Loss: 1.351785
Train Epoch: 6  [Completed Batches: 60] Loss: 1.277566
Train Epoch: 6  [Completed Batches: 70] Loss: 1.282863
Train Epoch: 6  [Completed Batches: 80] Loss: 1.299258
Train Epoch: 6  [Completed Batches: 90] Loss: 1.285066
Train Epoch: 6  [Completed Batches: 100]        Loss: 1.520668
Train Epoch: 6  [Completed Batches: 110]        Loss: 1.276272
Train Epoch: 6  [Completed Batches: 120]        Loss: 1.261656
Train Epoch: 6  [Completed Batches: 130]        Loss: 1.206501
Train Epoch: 6  [Completed Batches: 140]        Loss: 1.346362
Train Epoch: 6  [Completed Batches: 150]        Loss: 1.371878
Train Epoch: 6  [Completed Batches: 160]        Loss: 1.480691
Train Epoch: 6  [Completed Batches: 170]        Loss: 1.286750
Train Epoch: 6  [Completed Batches: 180]        Loss: 1.300405
Train Epoch: 6  [Completed Batches: 190]        Loss: 1.264424
Train Epoch: 6  [Completed Batches: 200]        Loss: 1.345991
Train Epoch: 6  [Completed Batches: 210]        Loss: 1.474537
Train Epoch: 6  [Completed Batches: 220]        Loss: 1.287596
Train Epoch: 6  [Completed Batches: 230]        Loss: 1.401056
Train Epoch: 6  [Completed Batches: 240]        Loss: 1.194849
Train Epoch: 6  [Completed Batches: 250]        Loss: 1.358024
Train Epoch: 6  [Completed Batches: 260]        Loss: 1.387666
Train Epoch: 6  [Completed Batches: 270]        Loss: 1.392936
Train Epoch: 6  [Completed Batches: 280]        Loss: 1.382571
Train Epoch: 6  [Completed Batches: 290]        Loss: 1.683041
Train Epoch: 6  [Completed Batches: 300]        Loss: 1.124997
Train Epoch: 6  [Completed Batches: 310]        Loss: 1.389403
Train Epoch: 6  [Completed Batches: 320]        Loss: 1.624389
Train Epoch: 6  [Completed Batches: 330]        Loss: 1.468296
Train Epoch: 6  [Completed Batches: 340]        Loss: 1.429765
Train Epoch: 6  [Completed Batches: 350]        Loss: 1.321200
Train Epoch: 6  [Completed Batches: 360]        Loss: 1.481886
Train Epoch: 6  [Completed Batches: 370]        Loss: 1.201048
Train Epoch: 6  [Completed Batches: 380]        Loss: 1.299981
Train Epoch: 6  [Completed Batches: 390]        Loss: 1.398346

Test set: Average loss: -3.5255, Accuracy: 5178/10000 (52%)

Train Epoch: 7, starting to receive info
Train Epoch: 7  [Completed Batches: 10] Loss: 1.284083
Train Epoch: 7  [Completed Batches: 20] Loss: 1.352785
Train Epoch: 7  [Completed Batches: 30] Loss: 1.472174
Train Epoch: 7  [Completed Batches: 40] Loss: 1.397978
Train Epoch: 7  [Completed Batches: 50] Loss: 1.402869
Train Epoch: 7  [Completed Batches: 60] Loss: 1.313620
Train Epoch: 7  [Completed Batches: 70] Loss: 1.493528
Train Epoch: 7  [Completed Batches: 80] Loss: 1.491275
Train Epoch: 7  [Completed Batches: 90] Loss: 1.356663
Train Epoch: 7  [Completed Batches: 100]        Loss: 1.339801
Train Epoch: 7  [Completed Batches: 110]        Loss: 1.323250
Train Epoch: 7  [Completed Batches: 120]        Loss: 1.401411
Train Epoch: 7  [Completed Batches: 130]        Loss: 1.210263
Train Epoch: 7  [Completed Batches: 140]        Loss: 1.317022
Train Epoch: 7  [Completed Batches: 150]        Loss: 1.431143
Train Epoch: 7  [Completed Batches: 160]        Loss: 1.586288
Train Epoch: 7  [Completed Batches: 170]        Loss: 1.267196
Train Epoch: 7  [Completed Batches: 180]        Loss: 1.472397
Train Epoch: 7  [Completed Batches: 190]        Loss: 1.363177
Train Epoch: 7  [Completed Batches: 200]        Loss: 1.386114
Train Epoch: 7  [Completed Batches: 210]        Loss: 1.580258
Train Epoch: 7  [Completed Batches: 220]        Loss: 1.150846
Train Epoch: 7  [Completed Batches: 230]        Loss: 1.334388
Train Epoch: 7  [Completed Batches: 240]        Loss: 1.219084
Train Epoch: 7  [Completed Batches: 250]        Loss: 1.313791
Train Epoch: 7  [Completed Batches: 260]        Loss: 1.371880
Train Epoch: 7  [Completed Batches: 270]        Loss: 1.288217
Train Epoch: 7  [Completed Batches: 280]        Loss: 1.435637
Train Epoch: 7  [Completed Batches: 290]        Loss: 1.451043
Train Epoch: 7  [Completed Batches: 300]        Loss: 1.223615
Train Epoch: 7  [Completed Batches: 310]        Loss: 1.152156
Train Epoch: 7  [Completed Batches: 320]        Loss: 1.387386
Train Epoch: 7  [Completed Batches: 330]        Loss: 1.295845
Train Epoch: 7  [Completed Batches: 340]        Loss: 1.295575
Train Epoch: 7  [Completed Batches: 350]        Loss: 1.362921
Train Epoch: 7  [Completed Batches: 360]        Loss: 1.396114
Train Epoch: 7  [Completed Batches: 370]        Loss: 1.378876
Train Epoch: 7  [Completed Batches: 380]        Loss: 1.317348
Train Epoch: 7  [Completed Batches: 390]        Loss: 1.310209

Test set: Average loss: -3.9190, Accuracy: 5166/10000 (52%)

Train Epoch: 8, starting to receive info
Train Epoch: 8  [Completed Batches: 10] Loss: 1.349498
Train Epoch: 8  [Completed Batches: 20] Loss: 1.311110
Train Epoch: 8  [Completed Batches: 30] Loss: 1.399334
Train Epoch: 8  [Completed Batches: 40] Loss: 1.325931
Train Epoch: 8  [Completed Batches: 50] Loss: 1.240254
Train Epoch: 8  [Completed Batches: 60] Loss: 1.298145
Train Epoch: 8  [Completed Batches: 70] Loss: 1.418493
Train Epoch: 8  [Completed Batches: 80] Loss: 1.344118
Train Epoch: 8  [Completed Batches: 90] Loss: 1.233367
Train Epoch: 8  [Completed Batches: 100]        Loss: 1.327942
Train Epoch: 8  [Completed Batches: 110]        Loss: 1.238682
Train Epoch: 8  [Completed Batches: 120]        Loss: 1.282976
Train Epoch: 8  [Completed Batches: 130]        Loss: 1.171895
Train Epoch: 8  [Completed Batches: 140]        Loss: 1.353951
Train Epoch: 8  [Completed Batches: 150]        Loss: 1.396595
Train Epoch: 8  [Completed Batches: 160]        Loss: 1.534445
Train Epoch: 8  [Completed Batches: 170]        Loss: 1.280236
Train Epoch: 8  [Completed Batches: 180]        Loss: 1.296990
Train Epoch: 8  [Completed Batches: 190]        Loss: 1.292465
Train Epoch: 8  [Completed Batches: 200]        Loss: 1.454255
Train Epoch: 8  [Completed Batches: 210]        Loss: 1.170415
Train Epoch: 8  [Completed Batches: 220]        Loss: 1.135378
Train Epoch: 8  [Completed Batches: 230]        Loss: 1.290873
Train Epoch: 8  [Completed Batches: 240]        Loss: 1.203636
Train Epoch: 8  [Completed Batches: 250]        Loss: 1.205210
Train Epoch: 8  [Completed Batches: 260]        Loss: 1.385168
Train Epoch: 8  [Completed Batches: 270]        Loss: 1.363775
Train Epoch: 8  [Completed Batches: 280]        Loss: 1.370224
Train Epoch: 8  [Completed Batches: 290]        Loss: 1.531679
Train Epoch: 8  [Completed Batches: 300]        Loss: 1.173856
Train Epoch: 8  [Completed Batches: 310]        Loss: 1.315986
Train Epoch: 8  [Completed Batches: 320]        Loss: 1.306140
Train Epoch: 8  [Completed Batches: 330]        Loss: 1.506648
Train Epoch: 8  [Completed Batches: 340]        Loss: 1.485222
Train Epoch: 8  [Completed Batches: 350]        Loss: 1.410388
Train Epoch: 8  [Completed Batches: 360]        Loss: 1.417610
Train Epoch: 8  [Completed Batches: 370]        Loss: 1.297953
Train Epoch: 8  [Completed Batches: 380]        Loss: 1.198470
Train Epoch: 8  [Completed Batches: 390]        Loss: 1.298528

Test set: Average loss: -3.9152, Accuracy: 5264/10000 (53%)

Train Epoch: 9, starting to receive info
Train Epoch: 9  [Completed Batches: 10] Loss: 1.218825
Train Epoch: 9  [Completed Batches: 20] Loss: 1.243608
Train Epoch: 9  [Completed Batches: 30] Loss: 1.482909
Train Epoch: 9  [Completed Batches: 40] Loss: 1.253257
Train Epoch: 9  [Completed Batches: 50] Loss: 1.112785
Train Epoch: 9  [Completed Batches: 60] Loss: 1.213546
Train Epoch: 9  [Completed Batches: 70] Loss: 1.327983
Train Epoch: 9  [Completed Batches: 80] Loss: 1.273007
Train Epoch: 9  [Completed Batches: 90] Loss: 1.220796
Train Epoch: 9  [Completed Batches: 100]        Loss: 1.261400
Train Epoch: 9  [Completed Batches: 110]        Loss: 1.201738
Train Epoch: 9  [Completed Batches: 120]        Loss: 1.328277
Train Epoch: 9  [Completed Batches: 130]        Loss: 1.096508
Train Epoch: 9  [Completed Batches: 140]        Loss: 1.491137
Train Epoch: 9  [Completed Batches: 150]        Loss: 1.465507
Train Epoch: 9  [Completed Batches: 160]        Loss: 1.332803
Train Epoch: 9  [Completed Batches: 170]        Loss: 1.358902
Train Epoch: 9  [Completed Batches: 180]        Loss: 1.318665
Train Epoch: 9  [Completed Batches: 190]        Loss: 1.314808
Train Epoch: 9  [Completed Batches: 200]        Loss: 1.337464
Train Epoch: 9  [Completed Batches: 210]        Loss: 1.348489
Train Epoch: 9  [Completed Batches: 220]        Loss: 1.137026
Train Epoch: 9  [Completed Batches: 230]        Loss: 1.422295
Train Epoch: 9  [Completed Batches: 240]        Loss: 1.202394
Train Epoch: 9  [Completed Batches: 250]        Loss: 1.345180
Train Epoch: 9  [Completed Batches: 260]        Loss: 1.386884
Train Epoch: 9  [Completed Batches: 270]        Loss: 1.474344
Train Epoch: 9  [Completed Batches: 280]        Loss: 1.384348
Train Epoch: 9  [Completed Batches: 290]        Loss: 1.490164
Train Epoch: 9  [Completed Batches: 300]        Loss: 1.374108
Train Epoch: 9  [Completed Batches: 310]        Loss: 1.368289
Train Epoch: 9  [Completed Batches: 320]        Loss: 1.422613
Train Epoch: 9  [Completed Batches: 330]        Loss: 1.363838
Train Epoch: 9  [Completed Batches: 340]        Loss: 1.435924
Train Epoch: 9  [Completed Batches: 350]        Loss: 1.388751
Train Epoch: 9  [Completed Batches: 360]        Loss: 1.309565
Train Epoch: 9  [Completed Batches: 370]        Loss: 1.279466
Train Epoch: 9  [Completed Batches: 380]        Loss: 1.222057
Train Epoch: 9  [Completed Batches: 390]        Loss: 1.481021

Test set: Average loss: -4.0433, Accuracy: 5160/10000 (52%)

Train Epoch: 10, starting to receive info
Train Epoch: 10 [Completed Batches: 10] Loss: 1.297487
Train Epoch: 10 [Completed Batches: 20] Loss: 1.211567
Train Epoch: 10 [Completed Batches: 30] Loss: 1.263844
Train Epoch: 10 [Completed Batches: 40] Loss: 1.439035
Train Epoch: 10 [Completed Batches: 50] Loss: 1.169888
Train Epoch: 10 [Completed Batches: 60] Loss: 1.249157
Train Epoch: 10 [Completed Batches: 70] Loss: 1.471971
Train Epoch: 10 [Completed Batches: 80] Loss: 1.346828
Train Epoch: 10 [Completed Batches: 90] Loss: 1.303393
Train Epoch: 10 [Completed Batches: 100]        Loss: 1.470062
Train Epoch: 10 [Completed Batches: 110]        Loss: 1.199175
Train Epoch: 10 [Completed Batches: 120]        Loss: 1.335209
Train Epoch: 10 [Completed Batches: 130]        Loss: 1.254076
Train Epoch: 10 [Completed Batches: 140]        Loss: 1.405161
Train Epoch: 10 [Completed Batches: 150]        Loss: 1.424218
Train Epoch: 10 [Completed Batches: 160]        Loss: 1.544092
Train Epoch: 10 [Completed Batches: 170]        Loss: 1.327142
Train Epoch: 10 [Completed Batches: 180]        Loss: 1.366426
Train Epoch: 10 [Completed Batches: 190]        Loss: 1.145477
Train Epoch: 10 [Completed Batches: 200]        Loss: 1.325570
Train Epoch: 10 [Completed Batches: 210]        Loss: 1.270075
Train Epoch: 10 [Completed Batches: 220]        Loss: 1.363111
Train Epoch: 10 [Completed Batches: 230]        Loss: 1.279716
Train Epoch: 10 [Completed Batches: 240]        Loss: 1.104845
Train Epoch: 10 [Completed Batches: 250]        Loss: 1.161987
Train Epoch: 10 [Completed Batches: 260]        Loss: 1.343984
Train Epoch: 10 [Completed Batches: 270]        Loss: 1.456196
Train Epoch: 10 [Completed Batches: 280]        Loss: 1.350437
Train Epoch: 10 [Completed Batches: 290]        Loss: 1.468229
Train Epoch: 10 [Completed Batches: 300]        Loss: 1.197298
Train Epoch: 10 [Completed Batches: 310]        Loss: 1.468718
Train Epoch: 10 [Completed Batches: 320]        Loss: 1.273360
Train Epoch: 10 [Completed Batches: 330]        Loss: 1.107977
Train Epoch: 10 [Completed Batches: 340]        Loss: 1.395143
Train Epoch: 10 [Completed Batches: 350]        Loss: 1.219086
Train Epoch: 10 [Completed Batches: 360]        Loss: 1.365602
Train Epoch: 10 [Completed Batches: 370]        Loss: 1.203839
Train Epoch: 10 [Completed Batches: 380]        Loss: 1.127415
Train Epoch: 10 [Completed Batches: 390]        Loss: 1.413996

Test set: Average loss: -3.9242, Accuracy: 5077/10000 (51%)
