Calling all workers
Train Epoch: 1, starting to receive info
Train Epoch: 2  [Completed Batches: 20] Loss: 2.309546
Train Epoch: 2  [Completed Batches: 30] Loss: 2.302383
Train Epoch: 2  [Completed Batches: 40] Loss: 2.315973
Train Epoch: 2  [Completed Batches: 50] Loss: 2.312227
Train Epoch: 2  [Completed Batches: 60] Loss: 2.303343
Train Epoch: 2  [Completed Batches: 70] Loss: 2.307284
Train Epoch: 2  [Completed Batches: 80] Loss: 2.309250
Train Epoch: 2  [Completed Batches: 90] Loss: 2.300882
Train Epoch: 2  [Completed Batches: 100]        Loss: 2.301348
Train Epoch: 2  [Completed Batches: 110]        Loss: 2.303584
Train Epoch: 2  [Completed Batches: 120]        Loss: 2.302753
Train Epoch: 2  [Completed Batches: 130]        Loss: 2.299248
Train Epoch: 2  [Completed Batches: 140]        Loss: 2.315830
Train Epoch: 2  [Completed Batches: 150]        Loss: 2.314488
Train Epoch: 2  [Completed Batches: 160]        Loss: 2.300952
Train Epoch: 2  [Completed Batches: 170]        Loss: 2.312529
Train Epoch: 2  [Completed Batches: 180]        Loss: 2.296881
Train Epoch: 2  [Completed Batches: 190]        Loss: 2.310261
Train Epoch: 2  [Completed Batches: 200]        Loss: 2.299477
Train Epoch: 2  [Completed Batches: 210]        Loss: 2.297441
Train Epoch: 2  [Completed Batches: 220]        Loss: 2.316212
Train Epoch: 2  [Completed Batches: 230]        Loss: 2.307518
Train Epoch: 2  [Completed Batches: 240]        Loss: 2.294900
Train Epoch: 2  [Completed Batches: 250]        Loss: 2.335641
Train Epoch: 2  [Completed Batches: 260]        Loss: 2.302975
Train Epoch: 2  [Completed Batches: 270]        Loss: 2.320502
Train Epoch: 2  [Completed Batches: 280]        Loss: 2.297617
Train Epoch: 2  [Completed Batches: 290]        Loss: 2.305112
Train Epoch: 2  [Completed Batches: 300]        Loss: 2.310350
Train Epoch: 2  [Completed Batches: 310]        Loss: 2.303258
Train Epoch: 2  [Completed Batches: 320]        Loss: 2.297488
Train Epoch: 2  [Completed Batches: 330]        Loss: 2.299149
Train Epoch: 2  [Completed Batches: 340]        Loss: 2.303194
Train Epoch: 2  [Completed Batches: 350]        Loss: 2.304600
Train Epoch: 2  [Completed Batches: 360]        Loss: 2.300131
Train Epoch: 2  [Completed Batches: 370]        Loss: 2.304303
Train Epoch: 2  [Completed Batches: 380]        Loss: 2.303756
Train Epoch: 2  [Completed Batches: 390]        Loss: 2.313190

Test set: Average loss: -0.0144, Accuracy: 1000/10000 (10%)

Train Epoch: 3, starting to receive info
Train Epoch: 3  [Completed Batches: 10] Loss: 2.299852
Train Epoch: 3  [Completed Batches: 20] Loss: 2.309448
Train Epoch: 3  [Completed Batches: 30] Loss: 2.305235
Train Epoch: 3  [Completed Batches: 40] Loss: 2.315535
Train Epoch: 3  [Completed Batches: 50] Loss: 2.301688
Train Epoch: 3  [Completed Batches: 60] Loss: 2.302153
Train Epoch: 3  [Completed Batches: 70] Loss: 2.307521
Train Epoch: 3  [Completed Batches: 80] Loss: 2.310055
Train Epoch: 3  [Completed Batches: 90] Loss: 2.301183
Train Epoch: 3  [Completed Batches: 100]        Loss: 2.298019
Train Epoch: 3  [Completed Batches: 110]        Loss: 2.303587
Train Epoch: 3  [Completed Batches: 120]        Loss: 2.302737
Train Epoch: 3  [Completed Batches: 130]        Loss: 2.299137
Train Epoch: 3  [Completed Batches: 140]        Loss: 2.313915
Train Epoch: 3  [Completed Batches: 150]        Loss: 2.313767
Train Epoch: 3  [Completed Batches: 160]        Loss: 2.305388
Train Epoch: 3  [Completed Batches: 170]        Loss: 2.312032
Train Epoch: 3  [Completed Batches: 180]        Loss: 2.296883
Train Epoch: 3  [Completed Batches: 190]        Loss: 2.303907
Train Epoch: 3  [Completed Batches: 200]        Loss: 2.314895
Train Epoch: 3  [Completed Batches: 210]        Loss: 2.297156
Train Epoch: 3  [Completed Batches: 220]        Loss: 2.316260
Train Epoch: 3  [Completed Batches: 230]        Loss: 2.308382
Train Epoch: 3  [Completed Batches: 240]        Loss: 2.294376
Train Epoch: 3  [Completed Batches: 250]        Loss: 2.335827
Train Epoch: 3  [Completed Batches: 260]        Loss: 2.313678
Train Epoch: 3  [Completed Batches: 270]        Loss: 2.320804
Train Epoch: 3  [Completed Batches: 280]        Loss: 2.297678
Train Epoch: 3  [Completed Batches: 290]        Loss: 2.299915
Train Epoch: 3  [Completed Batches: 300]        Loss: 2.304335
Train Epoch: 3  [Completed Batches: 310]        Loss: 2.302520
Train Epoch: 3  [Completed Batches: 320]        Loss: 2.297207
Train Epoch: 3  [Completed Batches: 330]        Loss: 2.298806
Train Epoch: 3  [Completed Batches: 340]        Loss: 2.302544
Train Epoch: 3  [Completed Batches: 350]        Loss: 2.304152
Train Epoch: 3  [Completed Batches: 360]        Loss: 2.304031
Train Epoch: 3  [Completed Batches: 370]        Loss: 2.303937
Train Epoch: 3  [Completed Batches: 380]        Loss: 2.303656
Train Epoch: 3  [Completed Batches: 390]        Loss: 2.312803

Test set: Average loss: -0.0144, Accuracy: 1000/10000 (10%)

Train Epoch: 4, starting to receive info
Train Epoch: 4  [Completed Batches: 10] Loss: 2.310520
Train Epoch: 4  [Completed Batches: 20] Loss: 2.315708
Train Epoch: 4  [Completed Batches: 30] Loss: 2.302352
Train Epoch: 4  [Completed Batches: 40] Loss: 2.316439
Train Epoch: 4  [Completed Batches: 50] Loss: 2.312418
Train Epoch: 4  [Completed Batches: 60] Loss: 2.302084
Train Epoch: 4  [Completed Batches: 70] Loss: 2.307303
Train Epoch: 4  [Completed Batches: 80] Loss: 2.310120
Train Epoch: 4  [Completed Batches: 90] Loss: 2.301114
Train Epoch: 4  [Completed Batches: 100]        Loss: 2.298142
Train Epoch: 4  [Completed Batches: 110]        Loss: 2.303807
Train Epoch: 4  [Completed Batches: 120]        Loss: 2.302380
Train Epoch: 4  [Completed Batches: 130]        Loss: 2.299588
Train Epoch: 4  [Completed Batches: 140]        Loss: 2.316577
Train Epoch: 4  [Completed Batches: 150]        Loss: 2.314429
Train Epoch: 4  [Completed Batches: 160]        Loss: 2.301759
Train Epoch: 4  [Completed Batches: 170]        Loss: 2.297908
Train Epoch: 4  [Completed Batches: 180]        Loss: 2.296643
Train Epoch: 4  [Completed Batches: 190]        Loss: 2.310532
Train Epoch: 4  [Completed Batches: 200]        Loss: 2.299353
Train Epoch: 4  [Completed Batches: 210]        Loss: 2.296988
Train Epoch: 4  [Completed Batches: 220]        Loss: 2.316078
Train Epoch: 4  [Completed Batches: 230]        Loss: 2.307698
Train Epoch: 4  [Completed Batches: 240]        Loss: 2.294470
Train Epoch: 4  [Completed Batches: 250]        Loss: 2.302498
Train Epoch: 4  [Completed Batches: 260]        Loss: 2.303277
Train Epoch: 4  [Completed Batches: 270]        Loss: 2.318974
Train Epoch: 4  [Completed Batches: 280]        Loss: 2.297231
Train Epoch: 4  [Completed Batches: 290]        Loss: 2.299652
Train Epoch: 4  [Completed Batches: 300]        Loss: 2.304460
Train Epoch: 4  [Completed Batches: 310]        Loss: 2.302894
Train Epoch: 4  [Completed Batches: 320]        Loss: 2.297632
Train Epoch: 4  [Completed Batches: 330]        Loss: 2.299423
Train Epoch: 4  [Completed Batches: 340]        Loss: 2.306840
Train Epoch: 4  [Completed Batches: 350]        Loss: 2.304435
Train Epoch: 4  [Completed Batches: 360]        Loss: 2.299877
Train Epoch: 4  [Completed Batches: 370]        Loss: 2.300349
Train Epoch: 4  [Completed Batches: 380]        Loss: 2.301862
Train Epoch: 4  [Completed Batches: 390]        Loss: 2.313378

Test set: Average loss: -0.0144, Accuracy: 1000/10000 (10%)

Train Epoch: 5, starting to receive info
Train Epoch: 5  [Completed Batches: 10] Loss: 2.310076
Train Epoch: 5  [Completed Batches: 20] Loss: 2.309472
Train Epoch: 5  [Completed Batches: 30] Loss: 2.302529
Train Epoch: 5  [Completed Batches: 40] Loss: 2.316612
Train Epoch: 5  [Completed Batches: 50] Loss: 2.312339
Train Epoch: 5  [Completed Batches: 60] Loss: 2.302614
Train Epoch: 5  [Completed Batches: 70] Loss: 2.307444
Train Epoch: 5  [Completed Batches: 80] Loss: 2.309886
Train Epoch: 5  [Completed Batches: 90] Loss: 2.300997
Train Epoch: 5  [Completed Batches: 100]        Loss: 2.302015
Train Epoch: 5  [Completed Batches: 110]        Loss: 2.303560
Train Epoch: 5  [Completed Batches: 120]        Loss: 2.302876
Train Epoch: 5  [Completed Batches: 130]        Loss: 2.306773
Train Epoch: 5  [Completed Batches: 140]        Loss: 2.313751
Train Epoch: 5  [Completed Batches: 150]        Loss: 2.313886
Train Epoch: 5  [Completed Batches: 160]        Loss: 2.301944
Train Epoch: 5  [Completed Batches: 170]        Loss: 2.312571
Train Epoch: 5  [Completed Batches: 180]        Loss: 2.296714
Train Epoch: 5  [Completed Batches: 190]        Loss: 2.310812
Train Epoch: 5  [Completed Batches: 200]        Loss: 2.299510
Train Epoch: 5  [Completed Batches: 210]        Loss: 2.296897
Train Epoch: 5  [Completed Batches: 220]        Loss: 2.316518
Train Epoch: 5  [Completed Batches: 230]        Loss: 2.307595
Train Epoch: 5  [Completed Batches: 240]        Loss: 2.294598
Train Epoch: 5  [Completed Batches: 250]        Loss: 2.335296
Train Epoch: 5  [Completed Batches: 260]        Loss: 2.303219
Train Epoch: 5  [Completed Batches: 270]        Loss: 2.320899
Train Epoch: 5  [Completed Batches: 280]        Loss: 2.297648
Train Epoch: 5  [Completed Batches: 290]        Loss: 2.296932
Train Epoch: 5  [Completed Batches: 300]        Loss: 2.304425
Train Epoch: 5  [Completed Batches: 310]        Loss: 2.303081
Train Epoch: 5  [Completed Batches: 320]        Loss: 2.297858
Train Epoch: 5  [Completed Batches: 330]        Loss: 2.299397
Train Epoch: 5  [Completed Batches: 340]        Loss: 2.303368
Train Epoch: 5  [Completed Batches: 350]        Loss: 2.304373
Train Epoch: 5  [Completed Batches: 360]        Loss: 2.298928
Train Epoch: 5  [Completed Batches: 370]        Loss: 2.304144
Train Epoch: 5  [Completed Batches: 380]        Loss: 2.304176
Train Epoch: 5  [Completed Batches: 390]        Loss: 2.312706

Test set: Average loss: -0.0144, Accuracy: 1000/10000 (10%)

Train Epoch: 6, starting to receive info
Train Epoch: 6  [Completed Batches: 10] Loss: 2.310375
Train Epoch: 6  [Completed Batches: 20] Loss: 2.309350
Train Epoch: 6  [Completed Batches: 30] Loss: 2.302296
Train Epoch: 6  [Completed Batches: 40] Loss: 2.315884
Train Epoch: 6  [Completed Batches: 50] Loss: 2.296645
Train Epoch: 6  [Completed Batches: 60] Loss: 2.301989
Train Epoch: 6  [Completed Batches: 70] Loss: 2.307211
Train Epoch: 6  [Completed Batches: 80] Loss: 2.309493
Train Epoch: 6  [Completed Batches: 90] Loss: 2.301198
Train Epoch: 6  [Completed Batches: 100]        Loss: 2.298099
Train Epoch: 6  [Completed Batches: 110]        Loss: 2.299127
Train Epoch: 6  [Completed Batches: 120]        Loss: 2.302443
Train Epoch: 6  [Completed Batches: 130]        Loss: 2.298761
Train Epoch: 6  [Completed Batches: 140]        Loss: 2.306547
Train Epoch: 6  [Completed Batches: 150]        Loss: 2.314833
Train Epoch: 6  [Completed Batches: 160]        Loss: 2.305125
Train Epoch: 6  [Completed Batches: 170]        Loss: 2.312088
Train Epoch: 6  [Completed Batches: 180]        Loss: 2.296947
Train Epoch: 6  [Completed Batches: 190]        Loss: 2.310898
Train Epoch: 6  [Completed Batches: 200]        Loss: 2.304113
Train Epoch: 6  [Completed Batches: 210]        Loss: 2.300404
Train Epoch: 6  [Completed Batches: 220]        Loss: 2.316263
Train Epoch: 6  [Completed Batches: 230]        Loss: 2.308234
Train Epoch: 6  [Completed Batches: 240]        Loss: 2.294397
Train Epoch: 6  [Completed Batches: 250]        Loss: 2.335099
Train Epoch: 6  [Completed Batches: 260]        Loss: 2.303304
Train Epoch: 6  [Completed Batches: 270]        Loss: 2.320312
Train Epoch: 6  [Completed Batches: 280]        Loss: 2.297690
Train Epoch: 6  [Completed Batches: 290]        Loss: 2.305005
Train Epoch: 6  [Completed Batches: 300]        Loss: 2.304373
Train Epoch: 6  [Completed Batches: 310]        Loss: 2.303144
Train Epoch: 6  [Completed Batches: 320]        Loss: 2.299424
Train Epoch: 6  [Completed Batches: 330]        Loss: 2.298714
Train Epoch: 6  [Completed Batches: 340]        Loss: 2.303210
Train Epoch: 6  [Completed Batches: 350]        Loss: 2.304544
Train Epoch: 6  [Completed Batches: 360]        Loss: 2.298929
Train Epoch: 6  [Completed Batches: 370]        Loss: 2.304256
Train Epoch: 6  [Completed Batches: 380]        Loss: 2.303571
Train Epoch: 6  [Completed Batches: 390]        Loss: 2.313223

Test set: Average loss: -0.0144, Accuracy: 1000/10000 (10%)

Train Epoch: 7, starting to receive info
Train Epoch: 7  [Completed Batches: 10] Loss: 2.310326
Train Epoch: 7  [Completed Batches: 20] Loss: 2.315602
Train Epoch: 7  [Completed Batches: 30] Loss: 2.298067
Train Epoch: 7  [Completed Batches: 40] Loss: 2.316434
Train Epoch: 7  [Completed Batches: 50] Loss: 2.312077
Train Epoch: 7  [Completed Batches: 60] Loss: 2.301852
Train Epoch: 7  [Completed Batches: 70] Loss: 2.307061
Train Epoch: 7  [Completed Batches: 80] Loss: 2.309566
Train Epoch: 7  [Completed Batches: 90] Loss: 2.301041
Train Epoch: 7  [Completed Batches: 100]        Loss: 2.298267
Train Epoch: 7  [Completed Batches: 110]        Loss: 2.303814
Train Epoch: 7  [Completed Batches: 120]        Loss: 2.304291
Train Epoch: 7  [Completed Batches: 130]        Loss: 2.298657
Train Epoch: 7  [Completed Batches: 140]        Loss: 2.315984
Train Epoch: 7  [Completed Batches: 150]        Loss: 2.314487
Train Epoch: 7  [Completed Batches: 160]        Loss: 2.305205
Train Epoch: 7  [Completed Batches: 170]        Loss: 2.313002
Train Epoch: 7  [Completed Batches: 180]        Loss: 2.296487
Train Epoch: 7  [Completed Batches: 190]        Loss: 2.308268
Train Epoch: 7  [Completed Batches: 200]        Loss: 2.299604
Train Epoch: 7  [Completed Batches: 210]        Loss: 2.308005
Train Epoch: 7  [Completed Batches: 220]        Loss: 2.297244
Train Epoch: 7  [Completed Batches: 230]        Loss: 2.308057
Train Epoch: 7  [Completed Batches: 240]        Loss: 2.294812
Train Epoch: 7  [Completed Batches: 250]        Loss: 2.334976
Train Epoch: 7  [Completed Batches: 260]        Loss: 2.313379
Train Epoch: 7  [Completed Batches: 270]        Loss: 2.320772
Train Epoch: 7  [Completed Batches: 280]        Loss: 2.297956
Train Epoch: 7  [Completed Batches: 290]        Loss: 2.305288
